Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
624,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"M.I. Rostovtseff, la décadence romaine et la Révolution russe",,J.M.Pailler,Actualité de l'Antiquité,,,,1989,Paris,,,,,français,7
625,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Un emblème disputé,,?,Mille et une bouches. Cuisines et identités,,,,1995,,,,,,français,6
626,f,BONNAIN,,Rolande,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Le trousseau dans les Pyrénées centrales,,J. GOY & J.-P. Wallot,"Evolution et éclatement du monde rural. France-Québec XVIIe-XIXe siècles. Actes du colloque franco-québécois d'histoire comparée, Rochefort, 1982",,,,1986,Paris-Montréal,EHESS-PUM,,,,français,
627,m,VINCENT,,Bernard,membre associé au CRH,1,,,contribution dans des Mélanges,Richesse et pauvreté à Véra (Almeria) à la fin du XVIe siècle,,,Homenaje à José Antonio Maravall,,José Antonio Maravall,,1985,Madrid,Centro de Investigationes Sociologicas,,,,français,9
628,f,BECK,BOSSARD,Corinne,Collaborateur technique EHESS,2,D. Alexandre,,article dans des actes de colloque,La préparation des repas et leur consommation en Forez au XVe siècle d'après les sources archéologiques,,,"Colloque Manger et boire au Moyen Age, Nice 1982",,,,1984,Nice,Les belles lettres,,,,français,13
629,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,outil pour la recherche,L'héritage entre événement et longue durée,,B. Lepetit et M. Sinarellis,"Atlas de la Révolution: 8, La population",,,,1995,Paris,EHESS,,,,français,2
630,f,BECK,BOSSARD,Corinne,Collaborateur technique EHESS,1,,,contribution dans un livre collectif,Ostéologie et alimentation carnée,,?,Matériaux pour l'histoire des cadres de vie dans l'Europe occidentale (1050-1250),,,,1984,Nice,Centre d'etudes médiévales,,,,français,14
631,m,SCHMITT,,Jean-Claude,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'Italie des marchands et des artistes XIIIe-XVe siècles,,P.Vidal-Naquet,Le grand livre de l'histoire du monde. Atlas Historique,,,,1986,Paris,Hachette/France Loisirs,,,,français,2
632,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Aspects géographiques du vieillissement de la population féminine en France (1851-1911),,A.E. IMHOF,Le Vieillissement,,,,1982,Lyon,,,,,français,15
633,m,BOURDELAIS,,Patrice,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Le démographe et la femme seule,,A. FARGE et Ch. KLAPISCH,"Madame ou Mademoiselle ? Itinéraires de la solitude féminine, XVIIIe-XXe siècles",,,,1984,Paris,Montalba,,,,français,3
634,f,POUBLAN,,Danièle,Ingénieur d'études EHESS,1,,,contribution dans un livre collectif,Une correspondance familiale au XIXe siècle,,M. Bossis,"La Lettre à la croisée de l'individuel et du social,",,,,1994,Paris,Kimé,,,,français,8
635,f,LEMAY,,Edna,Maître de conférences EHESS,1,,,article dans des actes de colloque,"Ecouter et renseigner, le journalisme du député-constituant",,,"Actes du Colloque La Révolution du Journal, 1788-1794, Grenoble 1988",,,,1989,Paris,CNRS,,,,français,
636,m,SCHMITT,,Jean-Claude,Directeur d'études EHESS,1,,,contribution dans un livre collectif,La guerre de Cent Ans et le Schisme XIVe-XVe siècles,,P.Vidal-Naquet,Le grand livre de l'histoire du monde. Atlas Historique,,,,1986,Paris,Hachette/France Loisirs,,,,français,2
637,f,LEMAY,,Edna,Maître de conférences EHESS,1,,,article dans des actes de colloque,Le modèle suédois à la Révolution française ou les dangers de la démocratie,,,"Actes du Congrès des Lumières, Budapest 1987",,,,1987,Budapest,,,,,français,5
638,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,contribution dans un livre collectif,L'alimentation : des topographies médicales du XVIIIe siècle aux recherches actuelles,,N. Eizner,Voyage en alimentation,,,,1995,Paris,ARF éditions,,,,français,9
639,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'essor minier et sidérurgique dans les Alpes au Moyen Âge,,?,Les Maîtres de l'acier : Histoire du fer dans les Alpes,,,,1996,Grenoble,Musée dauphinois,,,,français,22
640,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,3,,J.-M. David et W. Nippel,contribution dans un livre collectif,Les institutions et les réseaux ou comment des traditions nationales se construisent sur un objet commun. Eléments pour une comparaison des institutions scientifiques françaises et allemandes en histoire ancienne,,?,"Die späte römische Republik - La fin de la république romaine. Un débat franco-allemand d'histoire et d'historiographie,",,,,1996,Rome,Ecole française de Rome,,,,français,
641,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,"Stato, economia e società : Otto Hintze e Max Weber",,B. de Gerloni,Problemi e metodi della storiografia tedesca contemporanea,,,,1996,Turin,Piccola Biblioteca Einaudi,,,,italien,
642,m,SIGAUT,,François,Maître assistant EHESS,1,,,contribution dans un livre collectif,Significance of underground storage in traditional systems of grain production,,J.Shejbal,Controlled atmosphere storage of grains,,,,1980,Amsterdam,Elsevier,,,,anglais,11
643,m,TENENTI,,Alberto,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'uso scenografico degli spazi pubblici,,?,Tiziano e Venezia,,,,1980,Vicence,,,,,italien,6
644,m,AYMARD,,Maurice,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Amitié et convivialité,,Ph. Ariès et G. Duby,Histoire de la vie privée,,,,1986,Paris,Seuil,,,,français,45
645,m,TENENTI,,Alberto,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Venezia e il mondo,,?,Giornione e l'Umanesimo veneziano,,,,1981,Florence,,,,,italien,36
646,m,ARBELLOT,,Guy,Maître de conférences EHESS,1,,,outil pour la recherche,Les sources de la Carte des subdélégations à la veille de 1789,,"D.Nordman, M.V.Ozouf-Marignier, A.Laclau","Atlas de la Révolution française, t. V - Le territoire (2), Les limites administratives",,,,1989,Paris,EHESS,,,,français,4
647,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Verwandtschaftsstrukturen und ihre Bedeutung für die antike Stadt. Von Max Weber zur französischen Sozialanthropologie,,Ch. Meier,"Zugehörigkeitsstrukturen in der Stadt der Antike und des Mittelalters. Sechs Studien nach Max Weber,",,,,1994,Munich,Oldenbourg,,,,allemand,36
648,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Economie et religion chez Werner Sombart et Max Weber,,?,L'Éthique protestante de Max Weber et l'esprit de la modernité,,,,1997,,Editions Philia,,,,français,
649,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Grands chantiers et hommes de l'art,,?,"Leonard de Vinci et ses précurseurs, Les Cahiers de Science et Vie 'Grands Ingénieurs'",,,,1996,,,"Cahiers de science et vie ""Grands ingénieurs""",,,français,9
650,f,FAUVE,CHAMOUX,Antoinette,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Les structures familiales en France aux XVIIe et XVIIIe siècles,,J. Dupaquier,Histoire de la Population française,,,,1988,Paris,PUF,,,,français,31
651,f,VALENSI,,Lucette,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Tunisia in the 18th and 19th century. A socio-economic model,,A.L.Udovitch,The Islamic Middle East: studies in social and economic history (700-1900),,,,1981,Princeton,,,,,anglais,
652,m,ARIES,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'éducation familiale,,"G.Mialaret, J.Vial",Histoire mondiale de l'éducation,,,,1981,Paris,PUF,,,,français,13
653,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Imagini di una identità collettiva : gli ospiti del Fondaco dei Tedeschi a Venezia (secoli XII-XVII),,M. del Treppo,"Sistema di rapporti e élites economiche in Europa (secoli XII-XVII),",,,,1994,Naples,Liguori Editore,,,,italien,7
654,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les métiers du métal. Travail et entreprise à la fin du Moyen Âge,,?,Les Métiers au Moyen Âge. Aspects économiques et sociaux,,,,1994,Louvain-la-neuve,Institut d'Etudes médiévales de l'université catholique de Louvain,,,,français,12
655,m,ARIES,,Philippe,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Permanence et différence dans la pensée historique,,?,Séminaires interdisciplinaires du Collège de France. Analogies et connaissance I. Recherches historiques,,,,1980,,,,,,français,3
656,m,JULLIARD,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les antinomies de la Révolution française,,?,L'Héritage politique de la Révolution française,,,,1994,Lille,,,,,français,16
657,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,La démarche comparative en histoire sociale,"Cahiers du Centre de Recherches Historiques,",,,,,,1994,,,,,,français,6
658,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,article dans des actes de colloque,Les calendriers sculptés de Poitou-Charente,,,"Actes du IIIe Congrès National des Sociétés Savantes, section archéologie et histoire de l'art",,,,1988,Paris,,,,,français,13
659,f,POLO DE BEAULIEU,,Marie-Anne,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,"Des histoires et des images au service de la prédication, la <Vvi>Scala coeli</Vvi> de Jean Gobi",,?,De l'Homélie au Sermon,,,,1994,Louvain,Université catholique de Louvain,,,,français,35
660,f,POLO DE BEAULIEU,,Marie-Anne,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,De la rumeur aux textes : échos de l'apparition du revenant d'Alès (1323),,?,La Circulation des nouvelles au Moyen Age,,,,1994,Paris,Publications de la Sorbonne,,,,français,29
661,f,POLO DE BEAULIEU,,Marie-Anne,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Modèles et contre-modèles du pélerin dans les recueils d'<Vvi>exempla</Vvi>,,P. A. Sigal,L'Image du pélerin au Moyen Age et sous l'Ancien Régime,,,,1994,Rocamadour,,,,,français,17
662,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'Empire romain et les invasions,,P. Lamaison,Généalogie de l'Europe,,,,1994,Paris,,,,,français,4
663,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les fondements historiques des structures familiales,,J. Commaille et F. de Singly,"La Question familiale en Europe,",,,,1997,Paris,L'Harmattan,,,,français,19
664,m,REVEL,,Jacques,Maître assistant EHESS,2,R.Chartier,,contribution dans un livre collectif,"Le paysan, l'ours et St-Augustin",,?,La découverte de la France au 17e siècle,,,,1980,Paris,CNRS,,,,français,
665,m,REVEL,,Jacques,Maître assistant EHESS,1,,,contribution dans un livre collectif,La decadencia del Mediteraneo en el siglo XVII,,?,Historia univeral,,,,1982,Barcelone,Salvat,,,,espagnol,13
666,f,POLO DE BEAULIEU,,Marie-Anne,Chargé de recherche CNRS,2,J. Berlioz,,contribution dans un livre collectif,Les prologues des recueils d'exempla (XIIIe-XIVe s.) : une grille d'analyse,,?,"La predicazione dei Frati dalla meta del '200 alla fine del '300,",,,,1995,Spolète,Centro italiano di studi sull'alto medioevo,,,,français,30
667,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,article dans une revue,"Comparaison de l'iconographie des calendriers enluminés et monumentaux en France, aux XIIe et XIIIe siècles",Cahiers de Civilisation Médiévale,,,,,,1986,,,,,,français,10
668,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Processus de civilisation et processus national dans l'oeuvre de Norbert Elias,,?,"De Russie et d'ailleurs. feux croisés sur l'Histoire pour Marc Ferro,",,Marc Ferro,,1995,Paris,Institut d'études slaves,,,,français,11
669,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,article dans une revue,Images médiévales des tonneliers,Ethnologie Française,,,,,,1987,,,,,,français,9
670,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'Anthropologie historique,,. Bédarida,"L'Histoire et le métier d'historien en France, 1945-1995,",,,,1995,Paris,MSH,,,,français,16
671,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le changement social : brève histoire d'un concept,,B. Lepetit,"Les Formes de l'expérience : une autre histoire sociale,",,,,1995,Paris,Albin Michel,,,,français,20
672,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'Anthropologie historique et l'Ecole des Annales,,L. Vadjova,"Les Approches et les méthodes interdisciplinaires de recherche en sciences sociales,",,,,1994,Paris/Bratislava,EHESS/Institut français de Bratislava,,,,français,14
673,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,contribution dans un livre collectif,"Où en est l'enquête ""Ordres mendiants et urbanisation dans la France médiévale?",,?,Stellung und Wirksamkeit der Bettelorden in der städtischen gesellschaft,,,,1981,Berlin,,,,,français,6
674,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,contribution dans un livre collectif,Du bon usage du Credo,,?,Faire croire. Modalités de la diffusion et de la réception des messages religieux au 12e au 15e siècle,,,,1981,Rome,Ecole française,,,,français,15
675,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,contribution dans un livre collectif,Gestus-Gesticulatio. Contribution à l'étude du vocabulaire latin médiéval des gestes,,?,La lexicographie du latin médiéval et ses rapports avec les recherches actuelles sur la civilisation du moyen âge,,,,1981,Paris,,,,,français,14
676,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,contribution dans un livre collectif,Il tempo come parametro e come oggetto della storia,,R.Romano,Le frontiere del tempo,,,,1981,Milan,Il Saggiatore,,,,italien,15
677,m,ASDRACHAS,,S,Vacataire,1,,,contribution dans un livre collectif,Guide bibliographique pour l'étude de l'histoire grecque moderne,,?,Histoire de la Grèce moderne,,,,1976,Athènes,,,,,grec,168
678,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'Anthropologie historique et l'Ecole des Annales,,C. Barros,Historia a debate,,,,1995,Saint-Jacques de Compostelle,,,,,français,12
679,m,ANDREAU,,Jean,Maître assistant EHESS,1,,,contribution dans un livre collectif,A propos de la vie financière à Pouzzoles : Cluvius et Vestorius,,M. Cébeillac Gervasoni,"Les ""bourgeoisies"" municipales italiennes aux Ier et IIe siècles av. J.-C.",,,,1983,Naples,Centre Jean Bérard,,,,français,12
680,m,POMIAN,,Krzysztof,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Sammlungen - eine historische Typologie,,A. Grote et al.,Macrocosmos in Microcosmo. Die Welt in der Stube. Zur Geschichte des Sammelns 1450 bis 1800,,,,1994,Opladen,,,,,allemand,20
681,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le retour de saint Equitius. Pierre de Jean Olivi et l'usage polémique de l'hagiographie,,Domenico Gobbi,"Florentissima Proles Ecclesiae. Miscellanea hagiographica, historica et liturgica Reginaldo Grégoire, o.s.b., XII lustra complenti oblata",,,,1996,Trente,"Civis (Bibiblioteca Civis, 9)",,,,français,18
682,f,ALEXANDRE,BIDON,Danièle,Collaborateur technique EHESS,2,M. Closson,,article dans des actes de colloque,"Femmes battues, maris battus, amants battus à travers les miniatures (XIIIe-XVe siècles)",,,"Actes du Colloque Amour, Mariage et Transgression au Moyen-Age, Amiens, 1983",,,,1984,Göttingen,Kümmerle Verlag,,,,français,21
683,f,ALEXANDRE,BIDON,Danièle,Collaborateur technique EHESS,2,C. Beck-Bossard,,article dans des actes de colloque,"La préparation des repas et leur consommation en Forez au XVe siècle, d'après les sources archéologiques",,,"Actes du Colloque Boire et Manger au Moyen-Age, Nice, 1982",,,,1984,,Les Belles Lettres,,,,français,13
684,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Ritualité politique et modernité monarchique,,"N. Bulst, R. Descimon et A. Guerreau",L'Etat ou le Roi. Les fondations de la modernité monarchique en France (XIVème-XVIème siècles),,,,1996,Paris,MSH,,,,français,17
685,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Histoire et psychologie,,C. Barros,"Historia a debate, Otros enfoques",,,,1995,Santiago de Compostela,,,,,français,9
686,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,introduction,Conclusion,,?,"Le Crisi dell'allchimia. Micrologu. Natura, scienze e società medievali",,,,1995,,,,,,français,7
687,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Kantorowicz, or the Middle Ages as Refuge",,R. Howard Bloch et S.G. Nichols,"Medievalism and the Modernist Temper,",,,,1996,Baltimore,The John Hopkins Press,,,,anglais,22
688,m,POMIAN,,Krzysztof,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Leçons italiennes : les musées vus par les voyageurs français au XVIIIe siècle,,E. Pommier,Les Musées en Europe à la veille de l'ouverture du Louvre,,,,1995,Paris,Musée du Louvre/Klincksieck,,,,français,27
